epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1,epoch_time_seconds,learning_rate
1,1.2357456502914428,0.55328125,2.4661987228393554,0.381625,0.37197215083236246,240.71090300567448,0.007968
2,0.5746001700162887,0.80084375,1.1946584730148315,0.6086875,0.5896105363777882,233.41328508034348,0.015968
3,0.48721491754055024,0.83359375,1.4640091800689696,0.61325,0.6110520592268828,232.9454515390098,0.023968
4,0.4568570914268494,0.84528125,0.6862621204853058,0.7823125,0.7718102689913255,233.10324070975184,0.031968
5,0.43270443415641785,0.85328125,1.0116014070510864,0.6779375,0.7030245300997443,233.1069967430085,0.039968
6,0.40243582940101624,0.86396875,1.5129651122093202,0.6358125,0.6203942980997171,233.44193653203547,0.03984355150663158
7,0.347819603741169,0.883875,1.3291619486808777,0.627125,0.6272649419530192,233.2851218599826,0.039374160878659165
8,0.295769760787487,0.89953125,0.6784427144527435,0.7931875,0.788478718958404,233.12194055132568,0.038599228160067584
9,0.2552934290766716,0.912125,0.47750672805309297,0.8565625,0.8513513961759817,233.33040645346045,0.03753097450275138
10,0.21866315340995787,0.92565625,0.7453702855110168,0.793375,0.7936716322856968,232.90067079290748,0.036186246905030243
11,0.1869946568608284,0.9359375,0.6187166984081268,0.8275625,0.8297264188353989,233.23725022748113,0.03458625252442156
12,0.17022407421469687,0.94109375,0.4029127597808838,0.8771875,0.8755756595914683,233.0274678133428,0.03275622422809785
13,0.13406169561296702,0.95346875,0.3859290644526482,0.890875,0.8906726423730171,233.04293986409903,0.030725022655498035
14,0.10800934587046504,0.962375,0.48180239844322204,0.8675625,0.8646930615542748,233.11012084409595,0.028524681068803046
15,0.09089689939841628,0.96828125,0.5421508581638336,0.86425,0.8646212953256793,233.6131894197315,0.026189900169255393
16,0.07480311101675033,0.97421875,0.3710003672540188,0.901875,0.9006733392351765,233.13451475463808,0.02375750084637146
17,0.05687771992199123,0.9796875,0.4366121405363083,0.8894375,0.8896050491932078,233.35941224358976,0.021265843490518042
18,0.04524496450088918,0.9839375,0.46799075973033905,0.88925,0.8896774336745248,233.1516412999481,0.018754223026640905
19,0.03001886715600267,0.99015625,0.3866285680532455,0.9131875,0.9131487070905797,233.65905621275306,0.01626224920982473
20,0.019191520826658235,0.9935625,0.3604538093209267,0.9214375,0.9217131357884438,233.21755668148398,0.013829221955793716
21,0.012373672081273981,0.99615625,0.33295672535896303,0.929,0.929015179277242,233.23311754129827,0.011493511557763958
22,0.009982751741423272,0.9966875,0.35717728585004804,0.9279375,0.9278064390641834,233.3662466481328,0.009291953563998145
23,0.005124759174068458,0.9984375,0.34392073398828504,0.930125,0.92974479410712,233.4777472987771,0.00725926785920497
24,0.003760299030604074,0.998875,0.3380218841731548,0.934625,0.9346200348729777,233.87565399333835,0.00542751111121659
25,0.0034759715387190225,0.99884375,0.3296911988556385,0.936,0.9359416452461439,232.9951642230153,0.003825571218187238
26,0.0025939705173223045,0.999375,0.31456172513961794,0.9386875,0.9384784272002932,232.9868061300367,0.002478711729182479
27,0.002013747397038969,0.99925,0.3146082780361176,0.93825,0.938025179539338,233.14800755120814,0.0014081734229187905
28,0.0016744933193549513,0.99965625,0.3156381504535675,0.937375,0.9371296825979197,233.07435601949692,0.0006308393279945258
29,0.0013285858534509316,0.99971875,0.31641787952184675,0.9374375,0.9372045556961058,233.38691932149231,0.00015896846744352765
30,0.0014995863906806335,0.99953125,0.3165532070696354,0.9373125,0.9370826598546987,233.12703816778958,2.526618674281167e-09
