epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1,epoch_time_seconds,learning_rate
1,0.8042689828276635,0.73090625,0.33833015656471255,0.8836875,0.8835383776288767,219.93396143987775,0.007968
2,0.31817887765169145,0.89003125,0.4122993183135986,0.8595,0.8583895434720914,206.94327805750072,0.015968
3,0.298752910554409,0.89790625,0.42250462436676023,0.8565,0.8584836029564947,207.28658854588866,0.023968
4,0.30440124273300173,0.896875,0.38100780940055845,0.870875,0.8703737744110596,207.45084879361093,0.031968
5,0.3200237212777138,0.8920625,0.5094640412330628,0.8411875,0.8395149204150278,183.66724783554673,0.039968
6,0.2950003591477871,0.8985625,0.3916899764537811,0.8701875,0.8695946613442536,150.72771683335304,0.03984355150663158
7,0.24303652811050416,0.91740625,0.3251639034748077,0.889,0.8888845399473482,150.65704249031842,0.039374160878659165
8,0.21120680588483812,0.92809375,0.340670018196106,0.8904375,0.8914147521835224,150.5205197352916,0.038599228160067584
9,0.19510652720928193,0.9320625,0.3703925753831863,0.881625,0.882193954433645,150.47203478775918,0.03753097450275138
10,0.17429158970713615,0.9384375,0.2848634122014046,0.909375,0.908989895765975,150.78697000816464,0.036186246905030243
11,0.1403538383692503,0.9503125,0.2699366880655289,0.9169375,0.9172608662068586,150.621351422742,0.03458625252442156
12,0.12622495000064374,0.956375,0.25752807152271273,0.9194375,0.9192385750680646,150.48043239861727,0.03275622422809785
13,0.12041955460608006,0.9601875,0.24194249784946442,0.9233125,0.9232238122905704,150.30375714972615,0.030725022655498035
14,0.09672400195896626,0.965625,0.25551782524585726,0.92175,0.9217450663877397,150.67200786806643,0.028524681068803046
15,0.0868797033727169,0.9688125,0.2442003799676895,0.9266875,0.9263606208615034,150.44017439335585,0.026189900169255393
16,0.06073396598920226,0.978875,0.2140379601418972,0.9374375,0.9373244506666648,150.74513627402484,0.02375750084637146
17,0.046526030570268634,0.98440625,0.21895037077367305,0.9395625,0.9394036419356248,150.47026157565415,0.021265843490518042
18,0.03790006913430989,0.98653125,0.20612030255794525,0.941375,0.9412830339319209,150.41731701418757,0.018754223026640905
19,0.026781047866679727,0.990875,0.19533092767000199,0.94675,0.9468055074289332,159.74014947004616,0.01626224920982473
20,0.019221287885447965,0.99371875,0.19786539763212205,0.9471875,0.9472171470386052,209.7125380616635,0.013829221955793716
21,0.011758526459801941,0.99634375,0.19526137736439705,0.949,0.9490064573675483,195.31886544451118,0.011493511557763958
22,0.01026774176186882,0.996875,0.19131349292397498,0.950875,0.9507951276146341,209.4445215407759,0.009291953563998145
23,0.00718359446094837,0.9976875,0.18247626338899137,0.9523125,0.9522745103958089,209.9427847098559,0.00725926785920497
24,0.006212441985902842,0.998125,0.18044213147461413,0.9524375,0.9523754827731512,209.94268028996885,0.00542751111121659
25,0.004341846650146181,0.9989375,0.18089878886938096,0.9535625,0.9535219590572744,209.26289124786854,0.003825571218187238
26,0.00479312196635874,0.99871875,0.1789332809150219,0.9538125,0.9537848499676983,209.05792747810483,0.002478711729182479
27,0.004145519182085991,0.99896875,0.1782971005141735,0.953875,0.9538760307191735,209.55113338679075,0.0014081734229187905
28,0.0035865639702533374,0.9990625,0.17823653230071068,0.9540625,0.9540282790614262,209.49042417109013,0.0006308393279945258
29,0.003320342092658393,0.99925,0.17771414706110955,0.954125,0.9540957173276551,209.1565196737647,0.00015896846744352765
30,0.003433088858728297,0.99934375,0.17779092779755593,0.9545,0.9544850843539809,210.0400539766997,2.526618674281167e-09
