epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1,epoch_time_seconds,learning_rate
1,0.8171485922406468,0.8049640486725663,0.0806370218651722,0.9737587183205579,0.9538972578871912,237.5823248270899,0.007964601769911504
2,0.049543697885608515,0.9853429203539823,0.047683700171829414,0.9844623990055935,0.9770064878268638,231.21628571487963,0.015964601769911504
3,0.04673521031225842,0.9851700774336283,0.10100033928055385,0.9678199019404737,0.9495703860355506,231.17104745469987,0.023964601769911505
4,0.05633096141427492,0.9822317477876106,0.32165264884986494,0.9223810510323872,0.8836991096974237,231.23053557612002,0.031964601769911505
5,0.058946391417175135,0.9817477876106194,0.2757281084950067,0.9231406670810027,0.9086024377406627,231.00832341983914,0.039964601769911505
6,0.05013221970643947,0.9835799225663717,0.0975343774699528,0.9720323182100684,0.9597151114024604,231.25057810544968,0.03984368474988736
7,0.03203866768559334,0.9895257190265486,0.06780920187319422,0.9783164146122505,0.9710211868324286,231.40922654420137,0.039374425828965415
8,0.024329219681295294,0.9922220685840708,0.075856403732789,0.9756232304398867,0.957082413712403,231.59925717115402,0.038599620638999695
9,0.018498657166183128,0.9935702433628318,0.01814237267067866,0.9946136316552724,0.9926735369553285,231.42761046253145,0.03753148832068214
10,0.013223570860114641,0.9958172013274337,0.01676157221521249,0.9948207996685312,0.9922376094485582,231.41390189528465,0.03618687395874394
11,0.005152813335162056,0.998651825221239,0.010307521973074227,0.9968924798011187,0.9948520657661607,231.41654793918133,0.034586982924906556
12,0.004337927964840183,0.9985826880530974,0.010213527466523688,0.9967543677922795,0.9944794889854617,231.4016886986792,0.03275704645650217
13,0.0033292237397218156,0.9989283738938053,0.011576275956036443,0.9964781437746012,0.994642477153314,231.52528518252075,0.030725923744788577
14,0.0033570396626279053,0.9989629424778761,0.012933016460049991,0.9961328637525033,0.9939676616950157,231.59004078619182,0.028525646808263395
15,0.001155535982997634,0.9997234513274337,0.007577519734553854,0.9977902078585733,0.9962755343436418,231.46411528252065,0.02619091532859737
16,0.0010752422539175377,0.9996888827433629,0.007893532323160847,0.9979283198674125,0.9963017751685579,231.54035873152316,0.023758549415925805
17,0.0012613274510864857,0.9996543141592921,0.007222298059932845,0.9980664318762517,0.9968341741252069,231.41041082330048,0.0212669089337165
18,0.0006527822280696833,0.9998617256637168,0.010809910429693328,0.9967543677922795,0.9944830707264581,231.35589819401503,0.01875528854080777
19,0.0006743691508471889,0.9998617256637168,0.009168741806384016,0.9974449278364754,0.9958596374329013,231.44113053567708,0.016263297991165097
20,0.00046092905252576965,0.9999308628318584,0.007003337613008257,0.9981354878806712,0.9969090828277567,231.4857725482434,0.013830237464399318
21,0.0004240266256988233,0.9998962942477876,0.007086747168941772,0.9981354878806712,0.9964595499036182,231.42048493027687,0.011494477778457454
22,0.000187907174532218,1.0,0.006923883357428028,0.9982045438850908,0.9965570316854998,231.3515204694122,0.009292855258902017
23,0.00021592749831988116,1.0,0.006642577179473463,0.9982045438850908,0.9967812525478806,231.39623621106148,0.0072600908080519225
24,0.00017430913719817105,1.0,0.006847334340975461,0.9981354878806712,0.9964892658273958,231.4412859082222,0.005428242335611708
25,0.00014565181767611004,1.0,0.006722220382664281,0.9981354878806712,0.9965050385348742,231.3211618475616,0.0038261991862849976
26,0.00017576227656291825,1.0,0.007003734140393139,0.9982045438850908,0.9962691072902958,231.55816050618887,0.002479226537550854
27,0.00024754487711798955,0.9999654314159292,0.00737726235912545,0.9979283198674125,0.996377590640141,231.39360003732145,0.00140856695272227
28,0.00028675160579403594,0.9999654314159292,0.007051001668069631,0.9982735998895104,0.9968662782157603,231.3832677192986,0.000631105373033034
29,0.00020091122694520087,0.9999308628318584,0.007786128169892145,0.997997375871832,0.9961760429092228,231.46097677573562,0.00015910283202787755
30,0.0002568839878600492,0.9999654314159292,0.007664537482329413,0.9979283198674125,0.9960912546535021,284.3954441808164,3.0917391025120367e-09
